phase,item_id,condition,rollout_index,v2_status,v2_parsed_answer,v2_correct,v3_status,v3_commitment_valid,v3_semantic_evaluable,v3_value_type,v3_canonical_value,v3_payload,v3_correct,v3_failure_reason,reason_for_change,reference_type,generated_token_count
GATE6_3_PRIMARY_EVALUATION,sample_594,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,33,True,VALID_CORRECT,True,True,int,"[""int"",33]",33,True,,unchanged,int,6
GATE6_3_PRIMARY_EVALUATION,sample_594,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,24,False,VALID_WRONG,True,True,int,"[""int"",24]",24,False,,unchanged,int,6
GATE6_3_PRIMARY_EVALUATION,sample_594,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,25,False,VALID_WRONG,True,True,int,"[""int"",25]",25,False,,unchanged,int,6
GATE6_3_PRIMARY_EVALUATION,sample_594,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,24,False,VALID_WRONG,True,True,int,"[""int"",24]",24,False,,unchanged,int,6
GATE6_3_PRIMARY_EVALUATION,sample_594,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,15,False,VALID_WRONG,True,True,int,"[""int"",15]",15,False,,unchanged,int,6
GATE6_3_PRIMARY_EVALUATION,sample_168,BASELINE,0,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,BASELINE,1,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,TEXTUAL_CAREFUL_REFERENCE,0,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_168,TEXTUAL_CAREFUL_REFERENCE,1,VALID_WRONG,spab,False,VALID_WRONG,True,True,str,"[""str"",""spab""]",spab,False,,unchanged,str,190
GATE6_3_PRIMARY_EVALUATION,sample_168,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,spai,False,VALID_WRONG,True,True,str,"[""str"",""spai""]",spai,False,,unchanged,str,329
GATE6_3_PRIMARY_EVALUATION,sample_168,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,spai,False,VALID_WRONG,True,True,str,"[""str"",""spai""]",spai,False,,unchanged,str,355
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,span,False,VALID_WRONG,True,True,str,"[""str"",""span""]",span,False,,unchanged,str,4
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,span,False,VALID_WRONG,True,True,str,"[""str"",""span""]",span,False,,unchanged,str,4
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,span,False,VALID_WRONG,True,True,str,"[""str"",""span""]",span,False,,unchanged,str,4
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_168,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,spain,False,VALID_WRONG,True,True,str,"[""str"",""spain""]",spain,False,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_607,BASELINE,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,BASELINE,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,68
GATE6_3_PRIMARY_EVALUATION,sample_607,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,110
GATE6_3_PRIMARY_EVALUATION,sample_607,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,153
GATE6_3_PRIMARY_EVALUATION,sample_607,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,160
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R0,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R2,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_607,SINGLE_L27_RANDOM_R3,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_473,BASELINE,0,VALID_WRONG,scedvtvktwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvktwqfn""]",scedvtvktwqfn,False,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_473,BASELINE,1,VALID_WRONG,scdvtfkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scdvtfkwqfn""]",scdvtfkwqfn,False,,unchanged,str,9
GATE6_3_PRIMARY_EVALUATION,sample_473,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,scedvtvttkwqfqn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvttkwqfqn""]",scedvtvttkwqfqn,False,,unchanged,str,547
GATE6_3_PRIMARY_EVALUATION,sample_473,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,scedvtvtkwqfqn,True,VALID_CORRECT,True,True,str,"[""str"",""scedvtvtkwqfqn""]",scedvtvtkwqfqn,True,,unchanged,str,549
GATE6_3_PRIMARY_EVALUATION,sample_473,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,scedvtotkwqfon,False,VALID_WRONG,True,True,str,"[""str"",""scedvtotkwqfon""]",scedvtotkwqfon,False,,unchanged,str,530
GATE6_3_PRIMARY_EVALUATION,sample_473,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,scedvtvt kwqfqn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvt kwqfqn""]",scedvtvt kwqfqn,False,,unchanged,str,715
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,scedvtvotkwqfqn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvotkwqfqn""]",scedvtvotkwqfqn,False,,unchanged,str,12
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,scedvtvotkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvotkwqfn""]",scedvtvotkwqfn,False,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,scdvtfkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scdvtfkwqfn""]",scdvtfkwqfn,False,,unchanged,str,9
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,scdvtvtekwwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scdvtvtekwwqfn""]",scdvtvtekwwqfn,False,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,scdvtkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scdvtkwqfn""]",scdvtkwqfn,False,,unchanged,str,9
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,scedvtvktwqfqn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvktwqfqn""]",scedvtvktwqfqn,False,,unchanged,str,12
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,scedvtvotkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvotkwqfn""]",scedvtvotkwqfn,False,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_473,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,scedvtvotkwqfn,False,VALID_WRONG,True,True,str,"[""str"",""scedvtvotkwqfn""]",scedvtvotkwqfn,False,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_33,BASELINE,0,VALID_WRONG,"{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""3""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""5""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""7""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]]]]","{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,,unchanged,str,74
GATE6_3_PRIMARY_EVALUATION,sample_33,BASELINE,1,VALID_WRONG,"{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""3""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""5""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""7""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]]]]","{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,,unchanged,str,74
GATE6_3_PRIMARY_EVALUATION,sample_33,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,"{5:[5,5],2:[5,2,2],7:[5,2,7],3:[5,2,7,3]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""int"",2],[""list"",[[""int"",5],[""int"",2],[""int"",2]]]],[[""int"",3],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",3]]]],[[""int"",5],[""list"",[[""int"",5],[""int"",5]]]],[[""int"",7],[""list"",[[""int"",5],[""int"",2],[""int"",7]]]]]]","{5:[5,5],2:[5,2,2],7:[5,2,7],3:[5,2,7,3]}",False,,unchanged,str,848
GATE6_3_PRIMARY_EVALUATION,sample_33,TEXTUAL_CAREFUL_REFERENCE,1,VALID_WRONG,"{'5':[5,5],'2':[5,2,2],'7':[5,2,7],'3':[5,2,7,3]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",5],[""int"",2],[""int"",2]]]],[[""str"",""3""],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",3]]]],[[""str"",""5""],[""list"",[[""int"",5],[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",5],[""int"",2],[""int"",7]]]]]]","{'5':[5,5],'2':[5,2,2],'7':[5,2,7],'3':[5,2,7,3]}",False,,unchanged,str,846
GATE6_3_PRIMARY_EVALUATION,sample_33,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,"{'5':[5,5],'2':[5,2,2],'7':[5,2,7],'3':[5,7,2,3]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",5],[""int"",2],[""int"",2]]]],[[""str"",""3""],[""list"",[[""int"",5],[""int"",7],[""int"",2],[""int"",3]]]],[[""str"",""5""],[""list"",[[""int"",5],[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",5],[""int"",2],[""int"",7]]]]]]","{'5':[5,5],'2':[5,2,2],'7':[5,2,7],'3':[5,7,2,3]}",False,,unchanged,str,1072
GATE6_3_PRIMARY_EVALUATION,sample_33,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,"{5:[5,5],2:[5,2,2],7:[7],3:[3]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""int"",2],[""list"",[[""int"",5],[""int"",2],[""int"",2]]]],[[""int"",3],[""list"",[[""int"",3]]]],[[""int"",5],[""list"",[[""int"",5],[""int"",5]]]],[[""int"",7],[""list"",[[""int"",7]]]]]]","{5:[5,5],2:[5,2,2],7:[7],3:[3]}",False,,unchanged,str,787
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,"{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'2':[2,3,5],'3':[3,5],'5':[5]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""3""],[""list"",[[""int"",3],[""int"",5]]]],[[""str"",""5""],[""list"",[[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]]]]","{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'2':[2,3,5],'3':[3,5],'5':[5]}",False,,unchanged,str,58
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,"{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'3':[3,5],'5':[5]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""3""],[""list"",[[""int"",3],[""int"",5]]]],[[""str"",""5""],[""list"",[[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]]]]","{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'3':[3,5],'5':[5]}",False,,unchanged,str,50
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,"{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""3""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""5""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""7""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]]]]","{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,,unchanged,str,74
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,"{'5':[5,2,7,2,3,5],'2':[5,2,7,2,3,5],'7':[5,2,7,2,3,5],'2':[5,2,7,2,3,5],'3':[5,2,7,2,3,5],'5':[5,2,7,2,3,5]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""3""],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""5""],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",5],[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]]]]","{'5':[5,2,7,2,3,5],'2':[5,2,7,2,3,5],'7':[5,2,7,2,3,5],'2':[5,2,7,2,3,5],'3':[5,2,7,2,3,5],'5':[5,2,7,2,3,5]}",False,,unchanged,str,88
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,"{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""3""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""5""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""7""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]]]]","{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,,unchanged,str,74
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,"{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""3""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""5""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]],[[""str"",""7""],[""list"",[[""str"",""5""],[""str"",""2""],[""str"",""7""],[""str"",""2""],[""str"",""3""],[""str"",""5""]]]]]]","{'5':['5','2','7','2','3','5'],'2':['5','2','7','2','3','5'],'7':['5','2','7','2','3','5'],'3':['5','2','7','2','3','5'],'5':['5','2','7','2','3','5']}",False,,unchanged,str,74
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,"{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'3':[3,5],'5':[5]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""3""],[""list"",[[""int"",3],[""int"",5]]]],[[""str"",""5""],[""list"",[[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]]]]","{'5':[5,2,7,2,3,5],'2':[2,7,2,3,5],'7':[7,2,3,5],'3':[3,5],'5':[5]}",False,,unchanged,str,50
GATE6_3_PRIMARY_EVALUATION,sample_33,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,"{'5': [5, 3, 5], '2': [2, 7, 2, 3, 5], '7': [7, 2, 3, 5], '3': [3, 5], '5': [5]}",False,VALID_WRONG,True,True,dict,"[""dict"",[[[""str"",""2""],[""list"",[[""int"",2],[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]],[[""str"",""3""],[""list"",[[""int"",3],[""int"",5]]]],[[""str"",""5""],[""list"",[[""int"",5]]]],[[""str"",""7""],[""list"",[[""int"",7],[""int"",2],[""int"",3],[""int"",5]]]]]]","{'5': [5, 3, 5], '2': [2, 7, 2, 3, 5], '7': [7, 2, 3, 5], '3': [3, 5], '5': [5]}",False,,unchanged,str,63
GATE6_3_PRIMARY_EVALUATION,sample_0,BASELINE,0,VALID_WRONG,"[(4, 1), (2, 3), (1, 1)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]]]]","[(4, 1), (2, 3), (1, 1)]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_0,BASELINE,1,VALID_WRONG,"[(4, 1), (2, 3), (1, 1)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]]]]","[(4, 1), (2, 3), (1, 1)]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_0,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,"[(4, 1), (4, 1), (4, 1), (4, 1), (2, 3), (2, 3)]",True,VALID_CORRECT,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",2],[""int"",3]]]]]","[(4, 1), (4, 1), (4, 1), (4, 1), (2, 3), (2, 3)]",True,,unchanged,list,521
GATE6_3_PRIMARY_EVALUATION,sample_0,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,"[(4, 1), (4, 1), (4, 1), (4, 1), (2, 3), (2, 3)]",True,VALID_CORRECT,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",2],[""int"",3]]]]]","[(4, 1), (4, 1), (4, 1), (4, 1), (2, 3), (2, 3)]",True,,unchanged,list,604
GATE6_3_PRIMARY_EVALUATION,sample_0,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,"[(4, 1), (2, 3), (1, 1), (1, 3)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]],[""tuple"",[[""int"",1],[""int"",3]]]]]","[(4, 1), (2, 3), (1, 1), (1, 3)]",False,,unchanged,list,27
GATE6_3_PRIMARY_EVALUATION,sample_0,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,"[(4, 1), (2, 3), (1, 1), (1, 3)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]],[""tuple"",[[""int"",1],[""int"",3]]]]]","[(4, 1), (2, 3), (1, 1), (1, 3)]",False,,unchanged,list,27
GATE6_3_PRIMARY_EVALUATION,sample_0,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,"[(4, 1), (2, 3), (1, 1), (1, 3)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]],[""tuple"",[[""int"",1],[""int"",3]]]]]","[(4, 1), (2, 3), (1, 1), (1, 3)]",False,,unchanged,list,27
GATE6_3_PRIMARY_EVALUATION,sample_0,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,"[(4, 1), (2, 3), (1, 1), (1, 3)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]],[""tuple"",[[""int"",1],[""int"",3]]]]]","[(4, 1), (2, 3), (1, 1), (1, 3)]",False,,unchanged,list,27
GATE6_3_PRIMARY_EVALUATION,sample_0,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,"[(4, 1), (2, 3), (1, 1)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]]]]","[(4, 1), (2, 3), (1, 1)]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_0,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,"[(4, 1), (2, 3), (1, 1)]",False,VALID_WRONG,True,True,list,"[""list"",[[""tuple"",[[""int"",4],[""int"",1]]],[""tuple"",[[""int"",2],[""int"",3]]],[""tuple"",[[""int"",1],[""int"",1]]]]]","[(4, 1), (2, 3), (1, 1)]",False,,unchanged,list,21
